seller_id,latitude,longitude
6a8a889bde935bafa76d7848782dfaf9,-23.477470570323415,-46.68293028819837
42b6488f5b8246d9141712abd4b1b693,-23.42880265355717,-51.94819436139045
d6cd01c59123df02fc226eadbadb5f89,-23.539175560135185,-46.63865415001012
c8e135e7b21ecbc36c1153a29d2f5a06,-23.56424786754298,-46.66405956794994
229c3efbfb0ea2058de4ccdfbc3d784a,-19.924640007158544,-43.946121717904624
f9a02f1922d1de564392e656d82b3fda,-23.53947676549785,-46.35846761483803
9523fb39dd240aa958e040f8183d64f3,-23.56925274057871,-46.61861697305809
95ec4458365c4d11f452ccf538377619,-22.600004259281896,-47.40712858731963
6ec1a01e866584bb679eb9b098345919,-23.97231558492791,-46.31441392365002
f6122bc84774df1b372bdb3bb88ddb9f,-23.53770033773888,-46.8888839245842
fa40cc5b934574b62717c68f3d678b6d,-23.472814658449074,-46.600729145013894
623ad9d0c1e14bb5464a8c72bff7b4af,-20.437204870235007,-44.76203405975947
c0098efcf800861dcae589affca31408,-21.154639915189833,-47.80275271383766
a63bfbaa882c8f4542891b4e2246cc7f,-22.9411555966564,-43.043134176624925
48b6c3f4c6a93171da04b75313f2130f,-21.795711019289442,-50.879277765103
270d3ef21830ad0ecf3a6c53d08a533a,-23.54191207813006,-46.83721005347435
89c127985a8b130cfa45c1d36764017a,-23.53246342609349,-46.779543075161286
8b2492b7ff4468839593fafeed55bad9,-22.829351276710405,-43.01399541493803
1e9d5a33694bddb76316fd1f54734d20,-15.95127425196516,-54.98521595207802
5e49e3a44bdeb5aab2684258bbd4f525,-26.992704286772554,-48.63215150489717
8e34331b7eedd03be4e5d965c1956225,-23.58911875974283,-46.63631366826862
aaed1309374718fdd995ee4c58c9dfcd,-26.827603296905576,-49.27037623408747
11d4c477d09821164bca4f70a2eae031,-21.140244843952534,-47.79106291848945
ff314fa6033cc68ec451c47aee2d6ba4,-23.56877070724597,-46.698109635231695
d1c7fa84e48cfa21a0e595167c1c500e,-27.728956133348813,-52.536535128236906
c7246702dc991a06d788120dc7544391,-3.758396168580586,-38.56817645033785
e819bcfade7b5d88a27325eb6cfd62c5,-23.438736681339233,-46.42261867739057
6d2f2e3b539480db1e0842b3a4e32e6e,-23.46792290023141,-46.55076312380964
e88165a185134e13fdfc85d4fa654db8,-23.56892589286744,-46.372428309048416
9e6229250fedbe05838fef417b74e7fb,-21.132503677693613,-51.103186563082744
5abb8ea023c77787f2c15da891c8d384,-26.280132640164325,-48.79651786743285
1d953075c2f0dd990bacf27b83b330f1,-19.93710598538667,-43.97631024306516
817245bcc3badd82bbd222e0366951a6,-22.353827052221806,-49.1014713601243
caa9bc43a9fe8cf9c564ddd8a03cc4a6,-23.303916909849313,-45.96265248801374
615005a3ef192c00c6f0e977cee3d2bc,-23.275224884481876,-47.27700912423855
1284de4ae8aa26997e748c851557cf0e,-25.406829674391112,-52.41264472955825
5fd924b4836098a5be0ecf81ba054ce0,-23.53804880179314,-46.50652035793251
7178f9f4dd81dcef02f62acdf8151e01,-27.00447650803858,-51.15253710423868
8132b9bd16876e1b0f8808d43825dd48,-27.442895407783315,-48.40148110687639
3f995f07c49d0d55a99d5c54957f7d81,-23.690827005152517,-46.85549014198164
a6bd7d1ccdac48c6b33b28596b7eb122,-6.837168594957803,-35.12688719306731
6650fcccd8cd2f7e55ffa524f30c4c59,-23.573100861060325,-46.415395875191386
3db66a856d18a9cba7c9241fc5221c50,-20.41006048815078,-42.89881690745697
8b181ee5518df84f18f4e1a43fe07923,-24.185936255296784,-53.02562860417749
10ff823eda2b032e2c93d17a7d294736,-22.348013116995094,-48.784495697020546
b4a476fbd28de64b1e347abf9089366a,-23.547053538149346,-46.92972088164855
39c763cca83e654764b7a4a650fb9b7c,-16.651041561786958,-49.26760960542054
dadc51ef321949ec9a3ab25cd902e23d,-23.72576682594156,-46.68743068181804
83b08de96980757220871b31bf6cffca,-22.881888435047646,-43.46899760400734
14a08204d03bb6b6bde8029f801ae0eb,-23.539657127270946,-46.6318842127058
bee36b4f9a2b9fdcaff6ec05df202ed0,-23.54154753142689,-46.57190644562642
28872dc528e978a639754bc8c2ce5a4c,-29.16744881112399,-51.15483116731139
c85d7b477a709c85a1e8b8f25aa1b270,-23.656628837404302,-46.57486862673152
739c7d7be81f63812dea0d1b1451c651,-7.21946865312162,-35.89009882278153
657969cca82e884d272385ec0ef06edd,-28.771317519978453,-50.46414800112312
455befea1bb853c75ccbca94cff26e5c,-22.47945755126941,-44.49700600388294
800214c63934acd05d47e84214db8ba8,-26.48669076477054,-49.081236121407464
5cf1ec37aea089f45110c70653a166ab,-23.49075874535679,-46.58336932471797
0a82f5fb06a4fe4ac2cf7cb412ec71b8,-23.59701793763902,-46.74276541469741
e45edf75f568ed2f93f78d060e246e25,-23.01298650422646,-43.46551954103294
3d621842b2ed28e2b474132480edac3c,-23.51528265832235,-46.440756043913304
baf15155e37ef5492731459bdc05be8a,-23.62911216427785,-46.732070759005055
c0aff2da32c17759d30b22fb0af6649d,-27.528367115974632,-48.49191371378214
a17f621c590ea0fab3d5d883e1630ec6,-23.497316500688548,-47.5016021640742
4deebb3199eeafb282ae33229144f94b,-23.517448624283098,-46.59045121964739
9d69ba0a7a626a64dc5db08e529559cf,-21.140244843952534,-47.79106291848945
f92d8c817434bd2d84d4e9c61322b7fa,-23.536889528171127,-47.46968686008559
8ca5b19e0263150d2c57afdde2b3d011,-23.663212563450806,-46.415286664885194
eec3469d83e142f9a104886655338c37,-22.322001161380253,-49.045751302709554
55bb6fe5bebe5012e2d7d9928e1128ff,-22.340760688078753,-49.09506969646532
d180e07dc1e58c31c3f0cd599dc4d945,-19.983319169326872,-44.0013738632822
d6b1ce66b035a475f00c017792ff9769,-23.179531489945607,-47.31338383666045
3aa3c89ae3cd482385568be76120f63c,-16.73588063754187,-49.30233306734736
fe4cd9461203cee790d36792420b310f,-19.787035607141227,-42.1378858141528
c3aad7dc65449ae90a5e9c3c6c1e78e0,-20.685083174259976,-50.55462075520381
f5fea3ffed6c2e889bab72705557c63a,-22.811121030063198,-43.326212799077666
ececbfcff9804a2d6b40f589df8eef2b,-20.49625076548565,-47.41843378590997
a254c682cc01e119f83530446f1df9a9,-21.80320059939524,-49.602212692890134
830379336fad8c6f3b15a4a3ddb5c66e,-23.50994839490356,-46.66534774802663
7d13fca15225358621be4086e1eb0964,-21.1728614527507,-47.82369973956137
1b4c3a6f53068f0b6944d2d005c9fc89,-28.32938171277176,-49.176644834659655
b92e3c8f9738272ff7c59e111e108d7c,-21.124876951863786,-42.92677954827477
b8555308bfdb4ca1ed54325a58da9a97,-23.691384626217896,-46.54373229668177
71593c7413973a1e160057b80d4958f6,-23.543388118202337,-46.55095501603787
1dc2de47ee26a0a5b12dc14fd6dc0dea,-21.75732063771276,-48.82974353343716
6c6e3d67f969468f3bfd33f827a31222,-23.387797682667,-51.90893073812971
66d5ae34537110d3affc56174dad2b2f,-20.83040639322453,-49.33893871886974
781a66c0d89e30814d49fe8b5e14cd07,-22.900296724955908,-47.000376207127
a4bd6e9adf39b63f43dc545d3ca1f53d,-22.835828487618873,-43.27614378416555
f88adb15807168d3c43d71021090ce4a,-21.866032425983516,-47.4781017581213
fa8d335d68129e464e60c1826a683e96,-29.511355583933103,-50.781150737872736
f12d3c2a14729ae461b920c11fe20fdc,-23.640443596560736,-46.54174227300769
4917cee8d902e13428c3ec4b1ca6f315,-26.888954863561978,-49.10210453576229
741f8c587cb4248ebc5b779a0e8e0e51,-23.671410321922412,-46.506074637083486
4bcec44888b30ba9001234c534716d3f,-23.62057801188255,-46.5274097864033
a663d9c3797e90eac99ff60939416a56,-23.58654972414455,-46.488694256580914
dff87e4de60c9736ce8df835951b09bc,-23.552702742255768,-46.58532810957918
ac1ed5fc15901fbc92920361eb4ab350,-23.55365998588404,-46.572282911105056
f9903dd0f812c7e771fcad47b6fff231,-26.87378880544305,-49.128011971985536
ac9b01377919cdbd2a1bbb8d5837c70b,-23.513611625675384,-46.18967506489788
5011f0d93373a4c5753adf58ca77af8d,-23.937701640508337,-46.32599744254459
a4e634166243bbb3a13fa584463fa468,-23.50655625612319,-46.77205872145585
50bf89f1349bc0409a268c3a49678009,-20.884709308834225,-49.57192076295022
50c9975695009e5e6473912e83a6d1da,-20.437204870235007,-44.76203405975947
42d4b7e70819438f5ada61c965e92d7e,-16.666668525909763,-49.26423168695389
7aa4334be125fcdd2ba64b3180029f14,-23.04955173261455,-47.83762131131264
b14db04aa7881970e83ffa9426897925,-23.536889528171127,-47.46968686008559
fac1a9017ade7bdc94058fc1c969f355,-23.52706654933756,-46.6391527868084
31ae0774c17fabd06ff707cc5bde005f,-22.7436469198625,-47.31203571315088
f0ec6a2adb05c62655a26dd347b8dede,-23.54950569815466,-46.64843251428849
cc1f04647be106ba74e62b21f358af25,-23.479398517928054,-46.681071860585284
1099a00e0ee3a50935e6c2447ca090c5,-22.893703236582244,-43.23151762119004
3d700782d7818f2c1e0d7a9e9d75fc00,-23.059061150910853,-51.037541668178726
a3e9a2c700480d9bb01fba070ba80a0e,-21.75732063771276,-48.82974353343716
c3f5668699a1b04c0fa61ecea1e2bff6,-23.554826632350057,-51.45069562281261
80f2cf9abf6b5a0e5c612b5eea6646e6,-20.77686359976854,-49.36411121795177
516e7738bd8f735ac19a010ee5450d8d,-22.937297973252818,-43.176889612976375
4fe2f67634d00c021aa01f96b6f2d68e,-23.387797682667,-51.90893073812971
9f505651f4a6abe901a56cdc21508025,-23.589847401363595,-46.632613806421325
17adeba047385fb0c67d8e90b4296d21,-23.47264130837401,-46.55405162314026
7142540dd4c91e2237acb7e911c4eba2,-21.427002247037205,-50.06500913181639
c04d70d515d15a7e3db3a73320598566,-22.893701145563103,-43.12041784927668
a3a38f4affed601eb87a97788c949667,-26.287306620648224,-48.85180158925039
744dac408745240a2c2528fb1b6028f3,-25.36747499672606,-49.184199131513296
9b013e03b2ab786505a1d3b5c0756754,-23.94195407899811,-46.30256477959018
8b9d6eec4a7eb7d0f9d579ce0b38324d,-22.770064916804248,-43.422339662467735
38e679b9e0064cd94c6f035707344dae,-23.31812709264708,-51.15713642282817
5444b12c82f21c923f2639ebc722c1ea,-23.509988340079175,-46.60776441539105
83deb69e889cf80f82be1dc6d5f2d486,-27.41984238771852,-48.42646639542672
54aa8463e87776b5612f4bdc4bd5d4de,-19.94361489927609,-43.981846507408534
2e7ea2aafec5835e781b21d6d1faf1f1,-23.452793107256145,-46.708985941812294
79ebd9a61bac3eaf882805ed4ecfa12a,-24.96646635994288,-53.46672976531582
1cbd50a8c52e6cf8e315c5709fab386f,-25.673176669302602,-49.328012016633544
e503f22be6a4f456d9851920a5d9c670,-23.58941316805441,-46.66942376820583
88af55b4a7ca402b27df16f7c7c9b5d2,-23.636703761016996,-46.79412240682528
5f3ae9136c875522250f8184f253413a,-23.57305660659289,-46.616150545611475
b026643914f651e8371425e5b8a1e780,-22.984082408782115,-43.44889019919411
26af45f5dfd967225a832838aa4e24a3,-25.48933940885059,-49.30383679400927
9dd459b29a14bf89d47183cf2cd0e4c7,-23.63187200830407,-46.70380802650084
8e6d7754bc7e0f22c96d255ebda59eba,-23.2466806873142,-45.88690913568322
e250d617a0ad591ba9bd663e584a895d,-23.429463596313557,-46.54959010802119
92c8bc6e8f925792247656fed09aad65,-23.57805737279869,-46.52272883054041
e53d5b9b29d1218281f4a907ada18626,-24.718385807053018,-53.75896263028575
3ca08eeb8d5595949fed424bd3677742,-25.399872090209215,-49.24086872435965
cbd996ad3c1b7dc71fd0e5f5df9087e2,-20.84479469089261,-49.362630067187155
8daab2245ebdc277c51098d01c5ad8ef,-23.55384247002896,-46.41230835575103
15b3b1b81484422eb41df68ac87f1f50,-22.336423220379874,-49.04337431544967
e067ad2c1c0b48758eb1b5228bcf7a68,-23.969746244887773,-46.32193882675136
f626e15b7314c267e4429010866f70e9,-24.554525017898506,-54.05852495786673
f1fd5ab1181f827ffad998c1a5de7d74,-25.4336481653212,-49.26917337587714
a7c88262832dfc683781d6a421edefae,-23.522840094345344,-46.1955458411618
6b1c4d4d9ccf0be3d8544eb0e71e5318,-30.004352940251774,-51.13114718861931
4e85b538b0dad58852641540686d0e14,-23.256593496952405,-45.92009307287211
093805f8f2aeb63881444571e1f48f30,-23.510107869522784,-46.78735481666445
5acd070dd3fe441bbb2ec1f1ede515ee,-23.21567530932747,-46.86036675853519
3c010235b7345c92f125d14ee232a76b,-25.770383610713115,-49.32480184605346
cb9fb4ca75d7ba8437480e8dde64fe98,-23.533203550140836,-46.50341967916688
ce33c6211beaa8fef4cae8b52db39862,-23.5938127383662,-46.30568570187291
081acf3de680d554796c9cf041be7bc2,-19.731097253636868,-43.94146568879755
6989574bd97d9773f10d232b6c07da59,-25.418049427772548,-49.24877341863133
535bf14f36346c7f59d87cece104d70c,-22.900247004009792,-43.28620954651436
8501d82f68d23148b6d78bb7c4a42037,-26.888954863561978,-49.10210453576229
7f02656561b680def9986c0795a8a080,-23.55277885309958,-46.63393189503633
57a834594e1e9e9219603bfec184eadc,-28.057902813403288,-54.39263031117398
8fd3b4468f6425810648177996c14cbd,-20.819120747840632,-49.37902791741088
6d803cb79cc31c41c4c789a75933b3c7,-20.585751390105457,-47.863693188164746
5f2684dab12e59f83bef73ae57724e45,-23.502723037382403,-46.73872785910907
713e3a23ca5e47786eb6f0d99f94cfac,-25.490559269496057,-49.30202735573883
f97e2b0650c2068227e1d366140eb62f,-22.60561843199777,-46.920447238133505
8b321bb669392f5163d04c59e235e066,-23.538268511790662,-46.63942263256764
32f83ffe11cd40f7adcf4eef171f52d9,-29.762249215384355,-57.078952373770164
76d64c4aca3a7baf218bf93ef7fa768d,-25.448218911049324,-49.25429722345311
d06d019f72a04e5497a0b64190af170c,-23.596732343602298,-46.911993699686796
ec80e49e69745ab6c14f984bf2149423,-22.570721481502535,-47.40309520372462
f8f35af4634605e6693c17cc3ffff5a8,-21.834793738633515,-45.40188042460609
004c9cd9d87a3c30c522c48c4fc07416,-21.75732063771276,-48.82974353343716
3bdff180c7e1f6551a643b99c265a120,-23.710419062430674,-46.69325441198315
6b89abe95848c850399130d149a39b63,-17.30349906583519,-49.02636879088997
aced59e9b31ef866a94f9e7f29d8d418,-23.544651733224047,-46.57571243111453
b4f8921fcc4ff77b66bea6dda43dcd51,-29.1601944495893,-51.18925939305335
d2572f31e9023e9850ef986a636ff9bf,-19.97737724381918,-44.02064083006472
c731d18cea9bf687ffee82a241c25b11,-27.21992557329001,-52.02327989668862
3dc69bf2c42f0568a5c4791ec3fd3745,-23.466680620069337,-46.67222685571889
d8d9567d0bfb0bc7eb845a205ba42657,-23.527952279641305,-46.484053482855046
0daf5180aa44356f60f8effa533b55a2,-16.675216754850805,-49.259844229933485
